vintage,age,gender,line,table_code,qx,source
2000,73,F,pension,CL4,0.018829,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,74,F,pension,CL4,0.021117,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,75,F,pension,CL4,0.023702,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,76,F,pension,CL4,0.026491,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,77,F,pension,CL4,0.029602,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,78,F,pension,CL4,0.03307,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,79,F,pension,CL4,0.036935,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,80,F,pension,CL4,0.041241,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,81,F,pension,CL4,0.046033,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,82,F,pension,CL4,0.051365,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,83,F,pension,CL4,0.057291,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,84,F,pension,CL4,0.063872,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,85,F,pension,CL4,0.071174,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,86,F,pension,CL4,0.079267,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,87,F,pension,CL4,0.088225,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,88,F,pension,CL4,0.098129,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,89,F,pension,CL4,0.109061,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,90,F,pension,CL4,0.121107,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,91,F,pension,CL4,0.134355,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,92,F,pension,CL4,0.148896,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,93,F,pension,CL4,0.164816,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,94,F,pension,CL4,0.182201,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,95,F,pension,CL4,0.201129,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,96,F,pension,CL4,0.221667,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,97,F,pension,CL4,0.24387,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,98,F,pension,CL4,0.267773,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,99,F,pension,CL4,0.293385,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,100,F,pension,CL4,0.320685,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,101,F,pension,CL4,0.349615,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,102,F,pension,CL4,0.380069,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,103,F,pension,CL4,0.411894,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,104,F,pension,CL4,0.444879,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,105,F,pension,CL4,1.0,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,0,M,pension,CL3,0.000627,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,1,M,pension,CL3,0.000525,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,2,M,pension,CL3,0.000434,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,3,M,pension,CL3,0.000362,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,4,M,pension,CL3,0.000311,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,5,M,pension,CL3,0.000281,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,6,M,pension,CL3,0.000269,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,7,M,pension,CL3,0.000268,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,8,M,pension,CL3,0.00027,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,9,M,pension,CL3,0.000271,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,10,M,pension,CL3,0.000272,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,11,M,pension,CL3,0.000271,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,12,M,pension,CL3,0.000272,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,13,M,pension,CL3,0.000278,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,14,M,pension,CL3,0.000292,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,15,M,pension,CL3,0.000316,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,16,M,pension,CL3,0.000351,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,17,M,pension,CL3,0.000396,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,18,M,pension,CL3,0.000446,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,19,M,pension,CL3,0.000497,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,20,M,pension,CL3,0.00054,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,21,M,pension,CL3,0.000575,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,22,M,pension,CL3,0.000601,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,23,M,pension,CL3,0.000623,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,24,M,pension,CL3,0.000643,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,25,M,pension,CL3,0.00066,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,26,M,pension,CL3,0.000676,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,27,M,pension,CL3,0.000693,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,28,M,pension,CL3,0.000712,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,29,M,pension,CL3,0.000734,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,30,M,pension,CL3,0.000759,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,31,M,pension,CL3,0.000788,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,32,M,pension,CL3,0.00082,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,33,M,pension,CL3,0.000855,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,34,M,pension,CL3,0.000893,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,35,M,pension,CL3,0.000936,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,36,M,pension,CL3,0.000985,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,37,M,pension,CL3,0.001043,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,38,M,pension,CL3,0.001111,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,39,M,pension,CL3,0.001189,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,40,M,pension,CL3,0.001275,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,41,M,pension,CL3,0.001366,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,42,M,pension,CL3,0.001461,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,43,M,pension,CL3,0.00156,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,44,M,pension,CL3,0.001665,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,45,M,pension,CL3,0.001783,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,46,M,pension,CL3,0.001918,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,47,M,pension,CL3,0.002055,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,48,M,pension,CL3,0.002238,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,49,M,pension,CL3,0.002446,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,50,M,pension,CL3,0.002666,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,51,M,pension,CL3,0.00288,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,52,M,pension,CL3,0.003085,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,53,M,pension,CL3,0.0033,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,54,M,pension,CL3,0.003545,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,55,M,pension,CL3,0.003838,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,56,M,pension,CL3,0.004207,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,57,M,pension,CL3,0.004676,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,58,M,pension,CL3,0.005275,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,59,M,pension,CL3,0.006039,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,60,M,pension,CL3,0.006989,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,61,M,pension,CL3,0.007867,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,62,M,pension,CL3,0.008725,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,63,M,pension,CL3,0.009677,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,64,M,pension,CL3,0.010731,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,65,M,pension,CL3,0.0119,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,66,M,pension,CL3,0.013229,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,67,M,pension,CL3,0.014705,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,68,M,pension,CL3,0.016344,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,69,M,pension,CL3,0.018164,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,70,M,pension,CL3,0.020184,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,71,M,pension,CL3,0.022425,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,72,M,pension,CL3,0.024911,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,73,M,pension,CL3,0.027668,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,74,M,pension,CL3,0.030647,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,75,M,pension,CL3,0.033939,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,76,M,pension,CL3,0.037577,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,77,M,pension,CL3,0.041594,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,78,M,pension,CL3,0.046028,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,79,M,pension,CL3,0.05092,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,80,M,pension,CL3,0.056312,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,81,M,pension,CL3,0.062253,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,82,M,pension,CL3,0.068791,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,83,M,pension,CL3,0.075983,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,84,M,pension,CL3,0.083883,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,85,M,pension,CL3,0.092554,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,86,M,pension,CL3,0.102059,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,87,M,pension,CL3,0.112464,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,88,M,pension,CL3,0.123836,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,89,M,pension,CL3,0.136246,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,90,M,pension,CL3,0.149763,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,91,M,pension,CL3,0.164456,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,92,M,pension,CL3,0.180392,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,93,M,pension,CL3,0.197631,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,94,M,pension,CL3,0.216228,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,95,M,pension,CL3,0.236229,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,96,M,pension,CL3,0.257666,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,97,M,pension,CL3,0.280553,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,98,M,pension,CL3,0.304887,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,99,M,pension,CL3,0.330638,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,100,M,pension,CL3,0.357746,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,101,M,pension,CL3,0.386119,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,102,M,pension,CL3,0.415626,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,103,M,pension,CL3,0.446094,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,104,M,pension,CL3,0.477308,"CL(2000-2003), CIRC Notice ????2005?133?"
2000,105,M,pension,CL3,1.0,"CL(2000-2003), CIRC Notice ????2005?133?"
2010,0,F,non_pension_type1,CL2,0.00062,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,1,F,non_pension_type1,CL2,0.000456,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,2,F,non_pension_type1,CL2,0.000337,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,3,F,non_pension_type1,CL2,0.000256,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,4,F,non_pension_type1,CL2,0.000203,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,5,F,non_pension_type1,CL2,0.00017,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,6,F,non_pension_type1,CL2,0.000149,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,7,F,non_pension_type1,CL2,0.000137,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,8,F,non_pension_type1,CL2,0.000133,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,9,F,non_pension_type1,CL2,0.000136,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,10,F,non_pension_type1,CL2,0.000145,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,11,F,non_pension_type1,CL2,0.000157,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,12,F,non_pension_type1,CL2,0.000172,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,13,F,non_pension_type1,CL2,0.000189,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,14,F,non_pension_type1,CL2,0.000206,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,15,F,non_pension_type1,CL2,0.000221,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,16,F,non_pension_type1,CL2,0.000234,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,17,F,non_pension_type1,CL2,0.000245,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,18,F,non_pension_type1,CL2,0.000255,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,19,F,non_pension_type1,CL2,0.000262,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,20,F,non_pension_type1,CL2,0.000269,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,21,F,non_pension_type1,CL2,0.000274,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,22,F,non_pension_type1,CL2,0.000279,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,23,F,non_pension_type1,CL2,0.000284,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,24,F,non_pension_type1,CL2,0.000289,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,25,F,non_pension_type1,CL2,0.000294,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,26,F,non_pension_type1,CL2,0.0003,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,27,F,non_pension_type1,CL2,0.000307,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,28,F,non_pension_type1,CL2,0.000316,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,29,F,non_pension_type1,CL2,0.000327,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,30,F,non_pension_type1,CL2,0.00034,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,31,F,non_pension_type1,CL2,0.000356,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,32,F,non_pension_type1,CL2,0.000374,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,33,F,non_pension_type1,CL2,0.000397,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,34,F,non_pension_type1,CL2,0.000423,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,35,F,non_pension_type1,CL2,0.000454,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,36,F,non_pension_type1,CL2,0.000489,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,37,F,non_pension_type1,CL2,0.00053,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,38,F,non_pension_type1,CL2,0.000577,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,39,F,non_pension_type1,CL2,0.000631,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,40,F,non_pension_type1,CL2,0.000692,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,41,F,non_pension_type1,CL2,0.000762,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,42,F,non_pension_type1,CL2,0.000841,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,43,F,non_pension_type1,CL2,0.000929,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,44,F,non_pension_type1,CL2,0.001028,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,45,F,non_pension_type1,CL2,0.001137,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,46,F,non_pension_type1,CL2,0.001259,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,47,F,non_pension_type1,CL2,0.001392,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,48,F,non_pension_type1,CL2,0.001537,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,49,F,non_pension_type1,CL2,0.001692,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,50,F,non_pension_type1,CL2,0.001859,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,51,F,non_pension_type1,CL2,0.002037,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,52,F,non_pension_type1,CL2,0.002226,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,53,F,non_pension_type1,CL2,0.002424,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,54,F,non_pension_type1,CL2,0.002634,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,55,F,non_pension_type1,CL2,0.002853,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,56,F,non_pension_type1,CL2,0.003085,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,57,F,non_pension_type1,CL2,0.003342,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,58,F,non_pension_type1,CL2,0.003638,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,59,F,non_pension_type1,CL2,0.00399,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,60,F,non_pension_type1,CL2,0.004414,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,61,F,non_pension_type1,CL2,0.004923,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,62,F,non_pension_type1,CL2,0.005529,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,63,F,non_pension_type1,CL2,0.006244,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,64,F,non_pension_type1,CL2,0.007078,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,65,F,non_pension_type1,CL2,0.008045,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,66,F,non_pension_type1,CL2,0.009165,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,67,F,non_pension_type1,CL2,0.01046,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,68,F,non_pension_type1,CL2,0.011955,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,69,F,non_pension_type1,CL2,0.013674,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,70,F,non_pension_type1,CL2,0.015643,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,71,F,non_pension_type1,CL2,0.017887,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,72,F,non_pension_type1,CL2,0.020432,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,73,F,non_pension_type1,CL2,0.023303,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,74,F,non_pension_type1,CL2,0.026528,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,75,F,non_pension_type1,CL2,0.030137,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,76,F,non_pension_type1,CL2,0.034165,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,77,F,non_pension_type1,CL2,0.038653,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,78,F,non_pension_type1,CL2,0.043648,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,79,F,non_pension_type1,CL2,0.049205,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,80,F,non_pension_type1,CL2,0.055385,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,81,F,non_pension_type1,CL2,0.062254,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,82,F,non_pension_type1,CL2,0.06988,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,83,F,non_pension_type1,CL2,0.07832,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,84,F,non_pension_type1,CL2,0.087611,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,85,F,non_pension_type1,CL2,0.097754,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,86,F,non_pension_type1,CL2,0.108704,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,87,F,non_pension_type1,CL2,0.120371,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,88,F,non_pension_type1,CL2,0.132638,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,89,F,non_pension_type1,CL2,0.145395,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,90,F,non_pension_type1,CL2,0.158572,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,91,F,non_pension_type1,CL2,0.172172,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,92,F,non_pension_type1,CL2,0.186294,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,93,F,non_pension_type1,CL2,0.201129,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,94,F,non_pension_type1,CL2,0.21694,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,95,F,non_pension_type1,CL2,0.234026,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,96,F,non_pension_type1,CL2,0.252673,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,97,F,non_pension_type1,CL2,0.273112,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,98,F,non_pension_type1,CL2,0.295478,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,99,F,non_pension_type1,CL2,0.319794,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,100,F,non_pension_type1,CL2,0.345975,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,101,F,non_pension_type1,CL2,0.373856,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,102,F,non_pension_type1,CL2,0.403221,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,103,F,non_pension_type1,CL2,0.433833,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,104,F,non_pension_type1,CL2,0.465447,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,105,F,non_pension_type1,CL2,1.0,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,0,M,non_pension_type1,CL1,0.000867,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,1,M,non_pension_type1,CL1,0.000615,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,2,M,non_pension_type1,CL1,0.000445,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,3,M,non_pension_type1,CL1,0.000339,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,4,M,non_pension_type1,CL1,0.00028,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,5,M,non_pension_type1,CL1,0.000251,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,6,M,non_pension_type1,CL1,0.000237,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,7,M,non_pension_type1,CL1,0.000233,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,8,M,non_pension_type1,CL1,0.000238,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,9,M,non_pension_type1,CL1,0.00025,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,10,M,non_pension_type1,CL1,0.000269,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,11,M,non_pension_type1,CL1,0.000293,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,12,M,non_pension_type1,CL1,0.000319,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,13,M,non_pension_type1,CL1,0.000347,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,14,M,non_pension_type1,CL1,0.000375,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,15,M,non_pension_type1,CL1,0.000402,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,16,M,non_pension_type1,CL1,0.000427,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,17,M,non_pension_type1,CL1,0.000449,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,18,M,non_pension_type1,CL1,0.000469,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,19,M,non_pension_type1,CL1,0.000489,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,20,M,non_pension_type1,CL1,0.000508,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,21,M,non_pension_type1,CL1,0.000527,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,22,M,non_pension_type1,CL1,0.000547,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,23,M,non_pension_type1,CL1,0.000568,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,24,M,non_pension_type1,CL1,0.000591,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,25,M,non_pension_type1,CL1,0.000615,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,26,M,non_pension_type1,CL1,0.000644,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,27,M,non_pension_type1,CL1,0.000675,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,28,M,non_pension_type1,CL1,0.000711,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,29,M,non_pension_type1,CL1,0.000751,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,30,M,non_pension_type1,CL1,0.000797,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,31,M,non_pension_type1,CL1,0.000847,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,32,M,non_pension_type1,CL1,0.000903,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,33,M,non_pension_type1,CL1,0.000966,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,34,M,non_pension_type1,CL1,0.001035,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,35,M,non_pension_type1,CL1,0.001111,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,36,M,non_pension_type1,CL1,0.001196,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,37,M,non_pension_type1,CL1,0.00129,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,38,M,non_pension_type1,CL1,0.001395,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,39,M,non_pension_type1,CL1,0.001515,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,40,M,non_pension_type1,CL1,0.001651,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,41,M,non_pension_type1,CL1,0.001804,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,42,M,non_pension_type1,CL1,0.001978,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,43,M,non_pension_type1,CL1,0.002173,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,44,M,non_pension_type1,CL1,0.002393,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,45,M,non_pension_type1,CL1,0.002639,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,46,M,non_pension_type1,CL1,0.002913,"CL(2010-2013), CIRC Notice ????2016?107?"
2010,47,M,non_pension_type1,CL1,0.003213,"CL(2010-2013), CIRC Notice ????2016?107?"
