date,csi300,sp500,stoxx50
2025-04-30,3770.571,5569.0601,5160.23
2025-05-06,3808.542,5606.9102,5263.37
2025-05-07,3831.627,5631.2798,5230.18
2025-05-08,3852.896,5663.9399,5288.93
2025-05-09,3846.157,5659.9102,5309.73
2025-05-12,3890.61,5844.1899,5392.35
2025-05-13,3896.258,5886.5498,5416.2
2025-05-14,3943.211,5892.5801,5403.43
2025-05-15,3907.199,5916.9302,5412.07
2025-05-16,3889.085,5958.3799,5427.52
2025-05-19,3877.145,5963.6001,5427.22
2025-05-20,3898.171,5940.46,5454.66
2025-05-21,3916.381,5844.6099,5454.47
2025-05-22,3913.865,5842.0098,5424.47
2025-05-23,3882.274,5802.8198,5326.32
2025-05-27,3839.397,5921.54,5415.44
2025-05-28,3836.237,5888.5498,5378.38
2025-05-29,3858.7,5912.1699,5371.09
2025-05-30,3840.232,5911.6899,5366.58
2025-06-03,3852.013,5970.3701,5375.69
2025-06-04,3868.743,5970.8101,5405.14
2025-06-05,3877.556,5939.2998,5410.54
2025-06-06,3873.984,6000.3599,5430.16
2025-06-09,3885.246,6005.8799,5421.51
2025-06-10,3865.465,6038.8101,5415.37
2025-06-11,3894.625,6022.2402,5393.15
2025-06-12,3892.199,6045.2598,5360.81
2025-06-13,3864.182,5976.9702,5290.47
2025-06-16,3873.795,6033.1099,5339.57
2025-06-17,3870.379,5982.7202,5288.68
2025-06-18,3874.971,5980.8701,5266.91
2025-06-20,3846.644,5967.8398,5233.58
2025-06-23,3857.902,6025.1699,5221.9
2025-06-24,3904.034,6092.1802,5297.07
2025-06-25,3960.066,6092.1602,5252.01
2025-06-26,3946.02,6141.02,5244.03
2025-06-27,3921.758,6173.0698,5325.64
2025-06-30,3936.079,6204.9502,5303.24
2025-07-01,3942.762,6198.0098,5282.43
2025-07-02,3943.685,6227.4199,5318.72
2025-07-03,3968.068,6279.3501,5343.15
2025-07-07,3965.175,6229.98,5341.54
2025-07-08,3998.453,6225.52,5371.95
2025-07-09,3991.401,6263.2598,5445.65
2025-07-10,4010.024,6280.46,5438.27
2025-07-11,4014.807,6259.75,5383.48
2025-07-14,4017.668,6268.5601,5370.85
2025-07-15,4019.064,6243.7598,5354.17
2025-07-16,4007.202,6263.7002,5298.07
2025-07-17,4034.491,6297.3599,5377.15
2025-07-18,4058.549,6296.79,5359.22
2025-07-21,4085.607,6305.6001,5342.99
2025-07-22,4118.958,6309.6201,5290.47
2025-07-23,4119.769,6358.9102,5344.26
2025-07-24,4149.037,6363.3501,5355.21
2025-07-25,4127.163,6388.6401,5352.17
2025-07-28,4135.824,6389.77,5337.57
2025-07-29,4152.025,6370.8599,5379.19
2025-07-30,4151.238,6362.8999,5393.17
2025-07-31,4075.591,6339.3901,5319.91
2025-08-01,4054.929,6238.0098,5165.59
2025-08-04,4070.702,6329.9399,5242.31
2025-08-05,4103.45,6299.1899,5249.58
2025-08-06,4113.485,6345.0601,5263.28
2025-08-07,4114.666,6340.0,5332.06
2025-08-08,4104.967,6389.4502,5347.73
2025-08-11,4122.511,6373.4502,5331.84
2025-08-12,4143.825,6445.7598,5335.96
2025-08-13,4176.578,6466.5801,5388.24
2025-08-14,4173.313,6468.54,5434.69
2025-08-15,4202.353,6449.7998,5448.6
2025-08-18,4239.413,6449.1499,5434.63
2025-08-19,4223.374,6411.3701,5483.27
2025-08-20,4271.396,6395.7798,5472.31
2025-08-21,4288.071,6370.1699,5462.15
2025-08-22,4377.998,6466.9102,5488.22
2025-08-25,4469.222,6439.3198,5443.95
2025-08-26,4452.591,6465.9399,5383.67
2025-08-27,4386.127,6481.3999,5393.06
2025-08-28,4463.782,6501.8599,5396.72
2025-08-29,4496.759,6460.2598,5351.72
2025-09-02,4490.453,6415.54,5291.03
2025-09-03,4459.83,6448.2598,5325.0
2025-09-04,4365.209,6502.0801,5346.7
2025-09-05,4460.325,6481.5,5318.14
2025-09-08,4467.573,6495.1499,5362.8
2025-09-09,4436.258,6512.6099,5368.81
2025-09-10,4445.365,6532.04,5361.46
2025-09-11,4548.035,6587.4702,5386.76
2025-09-12,4521.998,6584.29,5390.7
2025-09-15,4533.056,6615.2798,5440.39
2025-09-16,4523.337,6606.7598,5372.3
2025-09-17,4551.023,6600.3501,5369.69
2025-09-18,4498.109,6631.96,5456.66
2025-09-19,4501.92,6664.3599,5458.41
2025-09-22,4522.608,6693.75,5442.04
2025-09-23,4519.778,6656.9199,5472.38
2025-09-24,4566.071,6637.9702,5464.55
2025-09-25,4593.488,6604.7202,5444.88
2025-09-26,4550.049,6643.7002,5499.69
2025-09-29,4620.053,6661.21,5506.86
2025-09-30,4640.694,6688.46,5529.96
2025-10-09,4709.482,6735.1099,5625.56
2025-10-10,4616.834,6552.5098,5531.31
2025-10-13,4593.979,6654.7202,5568.2
2025-10-14,4539.064,6644.3101,5552.06
2025-10-15,4606.288,6671.0601,5605.04
2025-10-16,4618.422,6629.0698,5652.02
2025-10-17,4514.235,6664.0098,5607.38
2025-10-20,4538.22,6735.1299,5680.92
2025-10-21,4607.872,6735.3501,5686.82
2025-10-22,4592.57,6699.3999,5639.2
2025-10-23,4606.345,6738.4399,5668.32
2025-10-24,4660.684,6791.6899,5674.49
2025-10-27,4716.019,6875.1602,5711.05
2025-10-28,4691.973,6890.8901,5704.34
2025-10-29,4747.838,6890.5898,5705.8
2025-10-30,4709.911,6822.3398,5699.17
2025-10-31,4640.668,6840.2002,5662.03
2025-11-03,4653.403,6851.9702,5679.24
2025-11-04,4618.699,6771.5498,5660.19
2025-11-05,4627.257,6796.29,5669.12
2025-11-06,4693.403,6720.3198,5611.17
2025-11-07,4678.794,6728.7998,5566.52
2025-11-10,4695.051,6832.4302,5664.45
2025-11-11,4652.166,6846.6099,5725.69
2025-11-12,4645.908,6850.9199,5787.3
2025-11-13,4702.074,6737.4902,5742.78
2025-11-14,4628.14,6734.1099,5693.76
2025-11-17,4598.053,6672.4102,5640.93
2025-11-18,4568.193,6617.3198,5534.7
2025-11-19,4588.292,6642.1602,5542.04
2025-11-20,4564.948,6538.7598,5569.91
2025-11-21,4453.608,6602.9902,5515.08
2025-11-24,4448.048,6705.1201,5528.66
2025-11-25,4490.405,6765.8799,5573.9
2025-11-26,4517.626,6812.6099,5655.57
2025-11-28,4526.662,6849.0898,5668.16
2025-12-01,4576.486,6812.6299,5667.47
2025-12-02,4554.335,6829.3701,5686.16
2025-12-03,4531.049,6849.7202,5694.55
2025-12-04,4546.566,6857.1201,5718.07
2025-12-05,4584.537,6870.3999,5723.92
2025-12-08,4621.755,6846.5098,5725.6
2025-12-09,4598.223,6840.5098,5718.33
2025-12-10,4591.827,6886.6802,5708.13
2025-12-11,4552.185,6901.0,5753.97
2025-12-12,4580.95,6827.4102,5720.72
2025-12-15,4552.06,6816.5098,5752.51
2025-12-16,4497.555,6800.2598,5717.82
2025-12-17,4579.875,6721.4302,5681.68
2025-12-18,4552.793,6774.7598,5741.72
2025-12-19,4568.178,6834.5,5760.36
2025-12-22,4611.624,6878.4902,5743.68
2025-12-23,4620.734,6909.79,5749.27
2025-12-24,4634.059,6932.0498,5746.23
2025-12-29,4639.372,6905.7402,5751.7
2025-12-30,4651.282,6896.2402,5796.21
2025-12-31,4629.94,6845.5,5791.4
2026-01-05,4717.746,6902.0498,5923.68
2026-01-06,4790.694,6944.8198,5931.8
2026-01-07,4776.666,6920.9302,5923.58
2026-01-08,4737.654,6921.46,5904.33
2026-01-09,4758.922,6966.2798,5997.48
2026-01-12,4789.916,6977.27,6016.29
2026-01-13,4761.032,6963.7402,6029.82
2026-01-14,4741.931,6926.6001,6005.04
2026-01-15,4751.429,6944.4702,6041.13
2026-01-16,4731.873,6940.0098,6029.44
2026-01-20,4718.878,6796.8599,5892.07
2026-01-21,4723.069,6875.6201,5882.87
2026-01-22,4723.709,6913.3501,5956.16
2026-01-23,4702.497,6915.6099,5948.19
2026-01-26,4706.964,6950.23,5957.81
2026-01-27,4705.692,6978.6001,5994.6
2026-01-28,4717.991,6978.0298,5933.21
2026-01-29,4753.87,6969.0098,5891.96
2026-01-30,4706.34,6939.0298,5947.82
2026-02-02,4605.98,6976.4399,6007.5
2026-02-03,4660.107,6917.8101,5995.34
2026-02-04,4698.683,6882.7202,5970.47
2026-02-05,4670.419,6798.3999,5925.69
2026-02-06,4643.596,6932.2998,5998.39
2026-02-09,4719.056,6964.8198,6059.0
2026-02-10,4724.296,6941.8101,6047.05
2026-02-11,4713.819,6941.4702,6035.63
2026-02-12,4719.578,6832.7598,6011.28
2026-02-13,4660.406,6836.1699,5985.22
2026-02-24,4707.544,6890.0698,6116.61
2026-02-25,4735.886,6946.1299,6173.33
2026-02-26,4726.874,6908.8599,6161.57
2026-02-27,4710.647,6878.8799,6138.42
2026-03-02,4728.669,6881.6201,5986.92
2026-03-03,4655.896,6816.6299,5771.72
2026-03-04,4602.625,6869.5,5870.91
2026-03-05,4647.692,6830.71,5782.88
2026-03-06,4660.439,6740.02,5719.89
2026-03-09,4615.455,6795.9902,5685.19
2026-03-10,4674.756,6781.48,5837.16
2026-03-11,4704.496,6775.7998,5794.67
2026-03-12,4687.56,6672.6201,5748.88
2026-03-13,4669.14,6632.1899,5716.6
2026-03-16,4671.559,6699.3799,5739.0
2026-03-17,4637.439,6716.0898,5769.24
2026-03-18,4658.332,6624.7002,5736.84
2026-03-19,4583.251,6606.4902,5613.82
2026-03-20,4567.018,6506.48,5501.27
2026-03-23,4417.997,6581.0,5574.31
2026-03-24,4474.722,6556.3701,5581.28
2026-03-25,4537.466,6591.8999,5649.32
2026-03-26,4477.534,6477.1602,5565.92
2026-03-27,4502.57,6368.8501,5505.79
2026-03-30,4491.95,6343.7202,5541.78
2026-03-31,4450.049,6528.52,5569.72
2026-04-01,4526.067,6575.3198,5732.7
2026-04-02,4478.914,6582.6899,5692.85
2026-04-07,4440.616,6616.8501,5633.21
2026-04-08,4595.556,6782.8101,5913.36
2026-04-09,4566.224,6824.6602,5896.28
2026-04-10,4636.566,6816.8901,5926.1
2026-04-13,4646.155,6886.2402,5846.75
2026-04-14,4701.284,6967.3799,5984.5
2026-04-15,4685.246,7022.9502,5940.33
2026-04-16,4736.608,7041.2798,5933.27
2026-04-17,4728.672,7126.0601,6057.7
2026-04-20,4757.442,7109.1401,5982.62
2026-04-21,4767.997,7064.0098,5930.24
2026-04-22,4799.627,7137.8999,5906.21
2026-04-23,4786.327,7108.3999,5894.72
2026-04-24,4769.369,7165.0801,5883.47
2026-04-27,4770.947,7173.9102,5860.33
2026-04-28,4758.208,7138.7998,5836.11
2026-04-29,4810.347,7135.9502,5816.49
2026-04-30,4807.307,7209.0098,5881.51
2026-05-06,4877.093,7365.1201,6027.14
2026-05-07,4900.51,7337.1099,5972.66
2026-05-08,4871.912,7398.9302,5911.54
2026-05-11,4951.837,7412.8398,5895.46
2026-05-12,4948.047,7400.96,5808.46
2026-05-13,4998.342,7444.25,5861.07
2026-05-14,4914.597,7501.2402,5934.97
2026-05-15,4859.593,7408.5,5827.77
2026-05-18,4833.524,7403.0498,5849.01
2026-05-19,4852.883,7353.6099,5851.17
2026-05-20,4850.7,7432.9702,5976.08
2026-05-21,4783.098,7445.7202,5960.33
2026-05-22,4845.096,7473.4702,6019.46
2026-05-26,4947.849,7519.1201,6064.16
2026-05-27,4908.171,7520.3599,6070.55
2026-05-28,4914.213,7563.6299,6055.12
2026-05-29,4892.121,7580.0601,6050.55
2026-06-01,4844.256,7599.96,6034.96
2026-06-02,4914.559,7609.7798,6107.86
2026-06-03,4938.809,7553.6802,6053.58
2026-06-04,4904.745,7584.3101,6103.33
2026-06-05,4816.92,7383.7402,6062.08
2026-06-08,4713.636,7405.73,6062.3
2026-06-09,4801.811,7386.6499,6048.55
2026-06-10,4748.593,7266.9902,6009.96
2026-06-11,4722.412,7394.2998,6056.97
2026-06-12,4777.321,7431.46,6187.64
2026-06-15,4891.713,7554.29,6229.44
2026-06-16,4884.232,7511.3501,6257.43
2026-06-17,4931.386,7420.1001,6300.07
2026-06-18,4941.599,7500.5801,6323.28
2026-06-22,5059.658,7472.79,6311.33
2026-06-23,4919.386,7365.46,6230.56
2026-06-24,4943.02,7358.2202,6214.71
2026-06-25,5020.104,7357.4902,6267.54
2026-06-26,4868.221,7354.02,6221.56
2026-06-29,4926.921,7440.4302,6231.64
2026-06-30,4979.433,7499.3599,6328.1
2026-07-01,4958.977,7483.23,6282.51
2026-07-02,4812.296,7483.2402,6360.48
2026-07-06,4841.998,7537.4302,6398.02
2026-07-07,4792.262,7503.8501,6319.87
2026-07-08,4755.534,7482.71,6204.92
2026-07-09,4876.313,7543.6401,6284.28
2026-07-10,4780.787,7575.3901,6269.98
2026-07-13,4695.383,7515.3398,6271.03
2026-07-14,4796.502,7543.5898,6280.2
2026-07-15,4786.783,7572.3999,6265.59
2026-07-16,4698.434,7533.77,6283.61
2026-07-17,4529.095,7457.6899,6230.88
2026-07-20,4598.321,7443.2798,6227.41
2026-07-21,4739.229,7509.2002,6285.63
2026-07-22,4717.244,7498.96,6317.0
2026-07-23,4728.002,7408.2998,6210.18
2026-07-24,4649.192,7411.98,6280.94
2026-07-27,4702.427,7413.1802,6282.22
2026-07-28,4569.524,7428.7798,6289.52
2026-07-29,4600.262,7316.1499,6248.85
2026-07-30,4549.72,7437.6299,6344.41
